Def Pass Rank,Team,GP_pass_def,CMP_def,ATT_def,CMP%_def,PYA,PYPA_def,PYPG_def,TD_pass_def,INT_def,SCK_def,Week,Def Rec Rank,GP_rec_def,REC_def,RY_def,YP_def,RYPG_def,TD_rec_def,FUM_def,FL_def,Def Rush Rank,GP_def,ATT_rush_def,RY_rush_def,YPC_def,RYPG_rush_def,TD_def,FUM_rush_def,FL_rush_def,Off Pass Rank,GP_pass_off,ATT_off,CMP_off,CMP%_off,PY,PYPA_off,PYPG_off,TD_pass_off,INT_off,SCK_off,Off Rec Rank,GP_rec_off,REC_off,RY_off,YP_off,RYPG_off,TD_rec_off,FUM_off,FL_off,Off Rush Rank,GP_off,ATT_rush_off,RY_rush_off,YPC_off,RYPG_rush_off,TD_off,FUM_rush_off,FL_rush_off,Kick Rank,GP_kicking,FGM,FGA,FG%,FG%_Missing,XPA,XPM,XP%,XP%_Missing,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PYPG_Missing,PB,PR,PRYDS,PRYPG,PRYPG_Missing,Return Rank,GP,KR,KRYDS,KRYPG,KRYPG_Missing,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRYPG_return_Missing,PRLNG,PRT,Win
24,HOU,1,23,41,56.1,273,6.7,273,1,0,5,Week 12,24,1,23,273,6.7,273,1,1,1,9,1,26,66,2.5,66,1,1,1,24,1,39,26,66.7,174,4.5,174,1,2,5,24,1,26,174,4.5,174,1,3,1,32,1,14,36,2.6,36,1,3,1,26,1,1,1,100,0,0,0,0,1,14,1,7,350,50,0,0,5,81,16.2,0,29,1,2,33,16.5,0,19,0,5,81,16.2,0,26,0,0
25,CIN,1,22,34,64.7,281,8.3,281,0,0,1,Week 12,25,1,22,281,8.3,281,0,1,0,5,1,21,63,3,63,1,1,0,10,1,37,22,59.5,266,7.2,266,1,0,1,10,1,22,266,7.2,266,1,0,0,18,1,28,108,3.9,108,1,0,0,18,1,2,2,100,0,2,2,100,0,9,1,5,259,51.8,0,0,2,10,5,0,30,1,1,14,14,0,14,0,2,10,5,0,10,0,1
26,SEA,1,25,36,69.4,293,8.1,293,3,2,1,Week 12,26,1,25,293,8.1,293,3,1,0,31,1,40,283,7.1,283,2,1,0,4,1,37,27,73,307,8.3,307,2,1,3,4,1,27,307,8.3,307,2,1,1,26,1,23,65,2.8,65,2,1,1,9,1,2,2,100,0,4,4,100,0,21,1,4,191,47.8,0,0,1,11,11,0,18,1,2,52,26,0,26,0,1,11,11,0,11,0,0
27,BAL,1,29,37,78.4,294,7.9,294,3,0,4,Week 12,27,1,29,294,7.9,294,3,2,1,2,1,20,38,1.9,38,0,2,1,12,1,32,16,50,253,7.9,253,1,0,1,12,1,16,253,7.9,253,1,3,2,11,1,35,162,4.6,162,1,3,2,3,1,4,5,80,0,1,1,100,0,5,1,1,53,53,0,0,0,0,0,1,32,1,3,35,11.7,0,15,0,0,0,0,1,0,0,0
28,NE,1,31,38,81.6,301,7.9,301,3,1,1,Week 12,28,1,31,301,7.9,301,3,0,0,4,1,27,57,2.1,57,0,0,0,1,1,39,28,71.8,364,9.3,364,2,0,3,1,1,28,364,9.3,364,2,1,0,30,1,13,45,3.5,45,0,1,0,1,1,4,4,100,0,2,2,100,0,30,1,3,123,41,0,0,2,11,5.5,0,12,1,1,46,46,0,46,0,2,11,5.5,0,10,0,0
29,LV,1,27,37,73,307,8.3,307,2,1,3,Week 12,29,1,27,307,8.3,307,2,1,1,7,1,23,65,2.8,65,2,1,1,7,1,36,25,69.4,293,8.1,293,3,2,1,7,1,25,293,8.1,293,3,1,0,2,1,40,283,7.1,283,2,1,0,14,1,2,3,66.7,0,4,4,100,0,24,1,2,91,45.5,0,0,3,11,3.7,0,21,1,3,73,24.3,0,33,0,3,11,3.7,0,11,0,1
30,CHI,1,22,29,75.9,308,10.6,308,3,0,1,Week 12,30,1,22,308,10.6,308,3,2,0,21,1,32,158,4.9,158,1,2,0,26,1,25,14,56,165,6.6,165,1,1,2,26,1,14,165,6.6,165,1,2,0,13,1,29,127,4.4,127,0,2,0,30,1,1,1,100,0,1,1,100,0,19,1,5,244,48.8,0,0,1,12,12,0,4,1,0,0,0,1,0,0,1,12,12,0,12,0,0
31,LAR,1,27,42,64.3,320,7.6,320,1,1,0,Week 12,31,1,27,320,7.6,320,1,1,1,18,1,30,117,3.9,117,1,1,1,32,1,24,14,58.3,82,3.4,82,1,2,3,32,1,14,82,3.4,82,1,0,0,16,1,28,116,4.1,116,0,0,0,29,1,1,1,100,0,1,1,100,0,26,1,4,180,45,0,0,0,0,0,1,17,1,3,78,26,0,29,0,0,0,0,1,0,0,0
32,MIN,1,28,39,71.8,364,9.3,364,2,0,3,Week 12,32,1,28,364,9.3,364,2,1,0,3,1,13,45,3.5,45,0,1,0,5,1,38,31,81.6,301,7.9,301,3,1,1,5,1,31,301,7.9,301,3,0,0,29,1,27,57,2.1,57,0,0,0,10,1,2,2,100,0,4,3,75,0,6,1,3,158,52.7,0,0,1,11,11,0,16,1,6,166,27.7,0,97,1,1,11,11,0,11,0,1
1,PHI,1,16,26,61.5,122,4.7,122,1,0,6,Week 13,1,1,16,122,4.7,122,1,0,0,8,1,21,87,4.1,87,0,0,0,1,1,41,30,73.2,386,9.4,386,3,0,2,1,1,30,386,9.4,386,3,1,0,27,1,24,67,2.8,67,2,1,0,30,1,0,0,0,1,5,5,100,0,23,1,5,215,43,0,0,6,105,17.5,0,21,1,2,37,18.5,0,26,0,6,105,17.5,0,27,0,1
2,HOU,1,12,22,54.5,130,5.9,130,0,1,1,Week 13,2,1,12,130,5.9,130,0,1,1,28,1,38,174,4.6,174,0,1,1,17,1,39,20,51.3,201,5.2,201,1,2,0,17,1,20,201,5.2,201,1,3,2,24,1,22,82,3.7,82,0,3,2,20,1,2,2,100,0,0,0,0,1,8,1,7,354,50.6,0,0,3,42,14,0,7,1,3,92,30.7,0,50,0,3,42,14,0,20,0,0
3,SEA,1,14,26,53.8,148,5.7,148,0,2,4,Week 13,3,1,14,148,5.7,148,0,1,0,27,1,33,171,5.2,171,2,1,0,3,1,39,28,71.8,348,8.9,348,3,1,4,3,1,28,348,8.9,348,3,1,1,21,1,22,90,4.1,90,0,1,1,11,1,2,2,100,0,3,3,100,0,3,1,2,114,57,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1
4,NYJ,1,21,35,60,159,4.5,159,1,0,2,Week 13,4,1,21,159,4.5,159,1,0,0,17,1,29,128,4.4,128,2,0,0,2,1,58,31,53.4,366,6.3,366,0,2,1,2,1,31,366,6.3,366,0,0,0,16,1,24,120,5,120,1,0,0,1,1,5,5,100,0,1,1,100,0,27,1,2,81,40.5,0,0,3,37,12.3,0,2,1,0,0,0,1,0,0,3,37,12.3,0,15,0,0
5,PIT,1,13,24,54.2,160,6.7,160,1,1,1,Week 13,5,1,13,160,6.7,160,1,0,0,21,1,28,146,5.2,146,0,0,0,18,1,28,16,57.1,197,7,197,1,0,0,18,1,16,197,7,197,1,1,0,8,1,37,154,4.2,154,0,1,0,4,1,4,4,100,0,1,1,100,0,24,1,2,85,42.5,0,0,2,1,0.5,0,1,1,0,0,0,1,0,0,2,1,0.5,0,1,0,1
6,IND,1,20,30,66.7,165,5.5,165,3,1,1,Week 13,6,1,20,165,5.5,165,3,0,0,30,1,34,220,6.5,220,4,0,0,16,1,37,21,56.8,203,5.5,203,2,3,3,16,1,21,203,5.5,203,2,2,2,17,1,30,106,3.5,106,0,2,2,21,1,2,2,100,0,1,1,100,0,29,1,3,119,39.7,0,0,1,4,4,0,10,1,8,212,26.5,0,34,0,1,4,4,0,4,0,0
7,DET,1,19,34,55.9,171,5,171,1,0,2,Week 13,7,1,19,171,5,171,1,1,1,11,1,19,95,5,95,0,1,1,4,1,41,31,75.6,337,8.2,337,2,0,2,4,1,31,337,8.2,337,2,0,0,19,1,31,100,3.2,100,2,0,0,3,1,4,4,100,0,4,4,100,0,1,1,0,0,0,1,0,2,20,10,0,6,1,2,71,35.5,0,39,0,2,20,10,0,11,0,1
8,WAS,1,25,31,80.6,182,5.9,182,1,0,4,Week 13,10,1,25,182,5.9,182,1,2,1,19,1,30,134,4.5,134,1,2,1,11,1,41,27,65.9,246,6,246,2,0,5,11,1,27,246,6,246,2,3,1,5,1,36,165,4.6,165,0,3,1,15,1,2,3,66.7,0,2,2,100,0,21,1,6,265,44.2,0,0,4,26,6.5,0,27,1,2,27,13.5,0,24,0,4,26,6.5,0,14,0,2
9,DEN,1,30,37,81.1,182,4.9,182,0,2,4,Week 13,11,1,30,182,4.9,182,0,1,0,13,1,28,103,3.7,103,1,1,0,19,1,22,17,77.3,184,8.4,184,0,0,2,19,1,17,184,8.4,184,0,0,0,22,1,28,88,3.1,88,0,0,0,6,1,3,4,75,0,0,0,0,1,26,1,7,288,41.1,0,0,3,19,6.3,0,30,1,3,32,10.7,0,15,0,3,19,6.3,0,14,0,0
10,CHI,1,18,31,58.1,182,5.9,182,1,0,0,Week 13,8,1,18,182,5.9,182,1,0,0,29,1,32,175,5.5,175,2,0,0,9,1,25,20,80,254,10.2,254,0,2,0,9,1,20,254,10.2,254,0,1,1,6,1,25,155,6.2,155,2,1,1,19,1,2,3,66.7,0,2,1,50,0,30,1,1,39,39,0,0,1,18,18,0,9,1,5,142,28.4,0,42,0,1,18,18,0,18,0,0
11,BUF,1,22,36,61.1,182,5.1,182,1,0,1,Week 13,9,1,22,182,5.1,182,1,2,0,2,1,14,60,4.3,60,0,2,0,14,1,33,22,66.7,223,6.8,223,2,0,2,14,1,22,223,6.8,223,2,1,1,13,1,37,132,3.6,132,1,1,1,28,1,1,1,100,0,3,3,100,0,17,1,3,136,45.3,0,0,2,4,2,0,29,1,2,26,13,0,15,0,2,4,2,0,4,0,1
12,BAL,1,17,22,77.3,184,8.4,184,0,0,2,Week 13,12,1,17,184,8.4,184,0,0,0,9,1,28,88,3.1,88,0,0,0,20,1,37,30,81.1,182,4.9,182,0,2,4,20,1,30,182,4.9,182,0,1,0,18,1,28,103,3.7,103,1,1,0,24,1,1,1,100,0,1,1,100,0,9,1,6,303,50.5,0,0,1,3,3,0,19,1,3,62,20.7,0,23,0,1,3,3,0,3,0,1
13,ATL,1,16,28,57.1,197,7,197,1,0,0,Week 13,13,1,16,197,7,197,1,1,0,23,1,37,154,4.2,154,0,1,0,26,1,24,13,54.2,160,6.7,160,1,1,1,26,1,13,160,6.7,160,1,0,0,10,1,28,146,5.2,146,0,0,0,8,1,3,3,100,0,1,1,100,0,15,1,3,137,45.7,0,0,0,0,0,1,22,1,3,55,18.3,0,25,0,0,0,0,1,0,0,0
14,CLE,1,20,39,51.3,201,5.2,201,1,2,0,Week 13,14,1,20,201,5.2,201,1,3,2,7,1,22,82,3.7,82,0,3,2,29,1,22,12,54.5,130,5.9,130,0,1,1,29,1,12,130,5.9,130,0,1,1,3,1,38,174,4.6,174,0,1,1,10,1,2,2,100,0,3,3,100,0,6,1,6,311,51.8,0,0,3,86,28.7,0,26,1,3,48,16,0,23,0,3,86,28.7,0,76,1,1
15,DAL,1,21,37,56.8,203,5.5,203,2,3,3,Week 13,15,1,21,203,5.5,203,2,2,2,14,1,30,106,3.5,106,0,2,2,25,1,30,20,66.7,165,5.5,165,3,1,1,25,1,20,165,5.5,165,3,0,0,1,1,34,220,6.5,220,4,0,0,29,1,0,0,0,1,7,6,85.7,0,10,1,4,198,49.5,0,0,0,0,0,1,18,1,3,64,21.3,0,27,0,0,0,0,1,0,0,1
16,CIN,1,16,27,59.3,211,7.8,211,1,0,2,Week 13,16,1,16,211,7.8,211,1,1,1,20,1,25,138,5.5,138,2,1,1,6,1,31,25,80.6,279,9,279,2,0,1,6,1,25,279,9,279,2,0,0,9,1,34,152,4.5,152,1,0,0,9,1,2,2,100,0,3,3,100,0,28,1,1,40,40,0,0,1,10,10,0,28,1,2,27,13.5,0,16,0,1,10,10,0,10,0,1
17,NE,1,22,33,66.7,223,6.8,223,2,0,2,Week 13,17,1,22,223,6.8,223,2,1,1,18,1,37,132,3.6,132,1,1,1,22,1,36,22,61.1,182,5.1,182,1,0,1,21,1,22,182,5.1,182,1,2,0,29,1,14,60,4.3,60,0,2,0,22,1,1,2,50,0,1,1,100,0,25,1,6,251,41.8,0,0,1,0,0,0,17,1,3,65,21.7,0,30,0,1,0,0,0,0,0,0
18,MIA,1,27,41,65.9,230,5.6,230,2,1,4,Week 13,18,1,27,230,5.6,230,2,1,0,16,1,34,121,3.6,121,0,1,0,7,1,34,18,52.9,275,8.1,275,2,3,3,7,1,18,275,8.1,275,2,1,1,30,1,8,33,4.1,33,0,1,1,25,1,1,1,100,0,2,2,100,0,7,1,4,206,51.5,0,0,2,21,10.5,0,25,1,2,34,17,0,25,0,2,21,10.5,0,14,0,0
19,TB,1,21,29,72.4,232,8,232,1,0,2,Week 13,19,1,21,232,8,232,1,2,0,3,1,25,66,2.6,66,0,2,0,8,1,54,36,66.7,274,5.1,274,2,1,1,8,1,36,274,5.1,274,2,1,1,25,1,20,76,3.8,76,0,1,1,27,1,1,1,100,0,2,2,100,0,11,1,5,247,49.4,0,0,2,20,10,0,13,1,1,25,25,0,25,0,2,20,10,0,15,0,1
20,NYG,1,27,41,65.9,246,6,246,2,0,5,Week 13,20,1,27,246,6,246,2,3,1,26,1,36,165,4.6,165,0,3,1,21,1,31,25,80.6,182,5.9,182,1,0,4,23,1,25,182,5.9,182,1,2,1,12,1,30,134,4.5,134,1,2,1,16,1,2,3,66.7,0,2,2,100,0,13,1,7,324,46.3,0,0,3,18,6,0,16,1,2,44,22,0,25,0,3,18,6,0,12,0,2
21,LAC,1,16,30,53.3,250,8.3,250,2,1,0,Week 13,21,1,16,250,8.3,250,2,1,1,24,1,29,154,5.3,154,1,1,1,5,1,47,28,59.6,314,6.7,314,1,0,5,5,1,28,314,6.7,314,1,3,1,26,1,22,72,3.3,72,0,3,1,18,1,2,3,66.7,0,2,2,100,0,14,1,3,137,45.7,0,0,1,23,23,0,23,1,5,89,17.8,0,21,0,1,23,23,0,23,0,0
22,GB,1,20,25,80,254,10.2,254,0,2,0,Week 13,22,1,20,254,10.2,254,0,1,1,25,1,25,155,6.2,155,2,1,1,23,1,31,18,58.1,182,5.9,182,1,0,0,22,1,18,182,5.9,182,1,0,0,2,1,32,175,5.5,175,2,0,0,12,1,2,2,100,0,2,2,100,0,19,1,3,134,44.7,0,0,1,15,15,0,11,1,4,102,25.5,0,35,0,1,15,15,0,15,0,1
23,NO,1,36,54,66.7,274,5.1,274,2,1,1,Week 13,23,1,36,274,5.1,274,2,1,1,6,1,20,76,3.8,76,0,1,1,12,1,29,21,72.4,232,8,232,1,0,2,12,1,21,232,8,232,1,2,0,28,1,25,66,2.6,66,0,2,0,5,1,3,3,100,0,1,1,100,0,22,1,6,262,43.7,0,0,2,59,29.5,0,8,1,1,30,30,0,30,0,2,59,29.5,0,42,0,0
24,SF,1,18,34,52.9,275,8.1,275,2,3,3,Week 13,24,1,18,275,8.1,275,2,1,1,1,1,8,33,4.1,33,0,1,1,13,1,41,27,65.9,230,5.6,230,2,1,4,13,1,27,230,5.6,230,2,1,0,15,1,34,121,3.6,121,0,1,0,2,1,4,4,100,0,3,3,100,0,20,1,4,178,44.5,0,0,2,34,17,0,12,1,2,50,25,0,31,0,2,34,17,0,20,0,1
25,KC,1,25,31,80.6,279,9,279,2,0,1,Week 13,25,1,25,279,9,279,2,0,0,22,1,34,152,4.5,152,1,0,0,15,1,27,16,59.3,211,7.8,211,1,0,2,15,1,16,211,7.8,211,1,1,1,11,1,25,138,5.5,138,2,1,1,23,1,1,2,50,0,3,3,100,0,4,1,1,55,55,0,0,0,0,0,1,14,1,5,116,23.2,0,44,0,0,0,0,1,0,0,0
26,LV,1,28,47,59.6,314,6.7,314,1,0,5,Week 13,26,1,28,314,6.7,314,1,3,1,5,1,22,72,3.3,72,0,3,1,10,1,30,16,53.3,250,8.3,250,2,1,0,10,1,16,250,8.3,250,2,1,1,7,1,29,154,5.3,154,1,1,1,17,1,2,3,66.7,0,3,3,100,0,18,1,4,181,45.3,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,1
27,JAX,1,31,41,75.6,337,8.2,337,2,0,2,Week 13,27,1,31,337,8.2,337,2,0,0,12,1,31,100,3.2,100,2,0,0,24,1,34,19,55.9,171,5,171,1,0,2,24,1,19,171,5,171,1,1,1,20,1,19,95,5,95,0,1,1,13,1,2,2,100,0,0,0,0,1,16,1,3,137,45.7,0,0,0,0,0,1,15,1,2,46,23,0,25,0,0,0,0,1,0,0,0
28,LAR,1,28,39,71.8,348,8.9,348,3,1,4,Week 13,28,1,28,348,8.9,348,3,1,1,10,1,22,90,4.1,90,0,1,1,28,1,26,14,53.8,148,5.7,148,0,2,4,28,1,14,148,5.7,148,0,1,0,4,1,33,171,5.2,171,2,1,0,7,1,3,3,100,0,2,2,100,0,5,1,3,164,54.7,0,0,2,8,4,0,24,1,1,17,17,0,17,0,2,8,4,0,8,0,0
29,MIN,1,31,58,53.4,366,6.3,366,0,2,1,Week 13,29,1,31,366,6.3,366,0,0,0,15,1,24,120,5,120,1,0,0,27,1,35,21,60,159,4.5,159,1,0,2,27,1,21,159,4.5,159,1,0,0,14,1,29,128,4.4,128,2,0,0,14,1,2,2,100,0,3,3,100,0,12,1,6,292,48.7,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1
30,TEN,1,30,41,73.2,386,9.4,386,3,0,2,Week 13,30,1,30,386,9.4,386,3,1,0,4,1,24,67,2.8,67,2,1,0,30,1,26,16,61.5,122,4.7,122,1,0,6,30,1,16,122,4.7,122,1,0,0,23,1,21,87,4.1,87,0,0,0,26,1,1,1,100,0,1,1,100,0,2,1,7,401,57.3,0,0,4,42,10.5,0,20,1,3,62,20.7,0,22,0,4,42,10.5,0,19,0,0
1,PIT,1,11,17,64.7,94,5.5,94,0,0,2,Week 14,1,1,11,94,5.5,94,0,2,0,24,1,42,215,5.1,215,1,2,0,8,1,31,22,71,264,8.5,264,1,3,2,8,1,22,264,8.5,264,1,0,0,23,1,20,65,3.3,65,1,0,0,21,1,0,1,0,0,2,2,100,0,25,1,3,111,37,0,0,2,0,0,0,9,1,1,29,29,0,29,0,2,0,0,0,0,0,0
2,SEA,1,14,24,58.3,105,4.4,105,1,0,2,Week 14,2,1,14,105,4.4,105,1,1,0,25,1,46,223,4.8,223,2,1,0,10,1,36,21,58.3,241,6.7,241,3,2,3,10,1,21,241,6.7,241,3,0,0,25,1,14,46,3.3,46,0,0,0,19,1,1,1,100,0,3,3,100,0,18,1,4,177,44.3,0,0,0,0,0,1,8,1,3,104,34.7,0,50,0,0,0,0,1,0,0,0
3,LAC,1,10,28,35.7,127,4.5,127,1,0,2,Week 14,3,1,10,127,4.5,127,1,1,0,11,1,19,92,4.8,92,1,1,0,3,1,51,39,76.5,350,6.9,350,1,0,4,3,1,39,350,6.9,350,1,1,0,18,1,23,82,3.6,82,1,1,0,2,1,3,3,100,0,2,2,100,0,20,1,4,176,44,0,0,2,23,11.5,0,5,1,0,0,0,1,0,0,2,23,11.5,0,23,0,1
4,NYJ,1,16,27,59.3,130,4.8,130,1,0,3,Week 14,4,1,16,130,4.8,130,1,0,0,12,1,24,102,4.3,102,1,0,0,11,1,47,28,59.6,233,5,233,0,0,4,11,1,28,233,5,233,0,3,2,19,1,22,76,3.5,76,1,3,2,15,1,1,1,100,0,1,1,100,0,17,1,7,311,44.4,0,0,2,23,11.5,0,17,1,4,88,22,0,24,0,2,23,11.5,0,13,0,0
5,LAR,1,11,20,55,137,6.9,137,0,2,0,Week 14,5,1,11,137,6.8,137,0,0,0,22,1,38,165,4.3,165,1,0,0,17,1,35,22,62.9,211,6,211,1,0,4,17,1,22,211,6,211,1,1,1,20,1,22,71,3.2,71,1,1,1,14,1,1,2,50,0,2,2,100,0,7,1,3,156,52,0,0,1,0,0,0,25,1,4,73,18.3,0,24,0,1,0,0,0,0,0,1
6,PHI,1,23,32,71.9,181,5.7,181,2,0,7,Week 14,6,1,23,181,5.7,181,2,1,1,17,1,23,123,5.3,123,1,1,1,20,1,31,21,67.7,184,5.9,184,2,0,4,20,1,21,184,5.9,184,2,0,0,1,1,31,253,8.2,253,4,0,0,7,1,2,2,100,0,6,6,100,0,26,1,1,35,35,0,0,4,29,7.3,0,7,1,3,117,39,0,66,0,4,29,7.3,0,16,0,1
7,NYG,1,21,31,67.7,184,5.9,184,2,0,4,Week 14,7,1,21,184,5.9,184,2,0,0,26,1,31,253,8.2,253,4,0,0,21,1,32,23,71.9,181,5.7,181,2,0,7,21,1,23,181,5.7,181,2,1,1,10,1,23,123,5.3,123,1,1,1,23,1,0,0,0,1,2,2,100,0,24,1,6,241,40.2,0,0,0,0,0,1,23,1,3,58,19.3,0,20,0,0,0,0,1,0,0,0
8,TB,1,17,23,73.9,195,8.5,195,2,0,0,Week 14,8,1,17,195,8.5,195,2,1,1,23,1,36,209,5.8,209,3,1,1,9,1,55,34,61.8,253,4.6,253,1,2,0,9,1,34,253,4.6,253,1,2,1,22,1,19,69,3.6,69,0,2,1,22,1,0,1,0,0,1,1,100,0,6,1,3,157,52.3,0,0,2,21,10.5,0,19,1,6,130,21.7,0,54,0,2,21,10.5,0,11,0,0
9,NE,1,28,41,68.3,210,5.1,210,0,1,6,Week 14,9,1,28,210,5.1,210,0,2,1,15,1,22,113,5.1,113,1,2,1,14,1,35,24,68.6,225,6.4,225,0,1,1,14,1,24,225,6.4,225,0,1,0,14,1,21,103,4.9,103,2,1,0,11,1,2,2,100,0,3,3,100,0,21,1,6,253,42.2,0,0,1,7,7,0,16,1,2,47,23.5,0,25,0,1,7,7,0,7,0,1
10,LV,1,22,35,62.9,211,6,211,1,0,4,Week 14,10,1,22,211,6,211,1,1,1,6,1,22,71,3.2,71,1,1,1,22,1,20,11,55,137,6.9,137,0,2,0,22,1,11,137,6.8,137,0,0,0,5,1,38,165,4.3,165,1,0,0,3,1,3,3,100,0,1,1,100,0,11,1,3,148,49.3,0,0,0,0,0,1,26,1,1,15,15,0,15,0,0,0,0,1,0,0,0
11,DAL,1,20,27,74.1,213,7.9,213,1,1,0,Week 14,11,1,20,213,7.9,213,1,1,1,16,1,37,114,3.1,114,1,1,1,6,1,39,24,61.5,277,7.1,277,1,2,1,6,1,24,277,7.1,277,1,2,1,9,1,31,127,4.1,127,2,2,1,12,1,2,2,100,0,3,3,100,0,5,1,3,157,52.3,0,0,2,9,4.5,0,12,1,1,27,27,0,27,0,2,9,4.5,0,9,0,1
12,KC,1,27,44,61.4,214,4.9,214,4,2,6,Week 14,12,1,27,214,4.9,214,4,1,0,14,1,19,106,5.6,106,0,1,0,4,1,42,28,66.7,342,8.1,342,3,3,2,4,1,28,342,8.1,342,3,0,0,17,1,23,89,3.9,89,0,0,0,8,1,2,2,100,0,4,4,100,0,1,1,3,199,66.3,0,0,4,22,5.5,0,6,1,0,0,0,1,0,0,4,22,5.5,0,7,0,1
13,AZ,1,24,35,68.6,225,6.4,225,0,1,1,Week 14,13,1,24,225,6.4,225,0,1,0,13,1,21,103,4.9,103,2,1,0,18,1,41,28,68.3,210,5.1,210,0,1,6,18,1,28,210,5.1,210,0,2,1,12,1,22,113,5.1,113,1,2,1,9,1,2,3,66.7,0,1,1,100,0,12,1,2,97,48.5,0,0,2,17,8.5,0,13,1,5,134,26.8,0,30,0,2,17,8.5,0,17,0,0
14,CLE,1,18,33,54.5,227,6.9,227,2,1,2,Week 14,14,1,18,227,6.9,227,2,0,0,20,1,26,136,5.2,136,1,0,0,7,1,43,26,60.5,273,6.3,273,1,1,2,7,1,26,273,6.3,273,1,0,0,21,1,25,71,2.8,71,0,0,0,18,1,1,1,100,0,1,1,100,0,2,1,4,220,55,0,0,3,15,5,0,18,1,4,87,21.8,0,29,0,3,15,5,0,8,0,0
15,JAX,1,25,38,65.8,227,6,227,2,1,4,Week 14,15,1,25,227,6,227,2,4,3,21,1,20,137,6.9,137,1,4,3,2,1,42,30,71.4,368,8.8,368,3,0,0,2,1,30,368,8.8,368,3,0,0,24,1,25,60,2.4,60,1,0,0,6,1,3,3,100,0,3,3,100,0,19,1,3,133,44.3,0,0,3,20,6.7,0,20,1,2,42,21,0,31,0,3,20,6.7,0,9,0,1
16,BUF,1,28,47,59.6,233,5,233,0,0,4,Week 14,16,1,28,233,5,233,0,3,2,8,1,22,76,3.5,76,1,3,2,23,1,27,16,59.3,130,4.8,130,1,0,3,23,1,16,130,4.8,130,1,0,0,15,1,24,102,4.3,102,1,0,0,13,1,2,2,100,0,2,2,100,0,9,1,7,347,49.6,0,0,3,42,14,0,22,1,2,40,20,0,21,0,3,42,14,0,23,0,1
17,CAR,1,21,36,58.3,241,6.7,241,3,2,3,Week 14,17,1,21,241,6.7,241,3,0,0,2,1,14,46,3.3,46,0,0,0,25,1,24,14,58.3,105,4.4,105,1,0,2,25,1,14,105,4.4,105,1,1,0,2,1,46,223,4.8,223,2,1,0,5,1,3,3,100,0,3,3,100,0,3,1,2,107,53.5,0,0,3,16,5.3,0,15,1,1,24,24,0,24,0,3,16,5.3,0,11,0,1
18,SF,1,34,55,61.8,253,4.6,253,1,2,0,Week 14,18,1,34,253,4.6,253,1,2,1,5,1,19,69,3.6,69,0,2,1,19,1,23,17,73.9,195,8.5,195,2,0,0,19,1,17,195,8.5,195,2,1,1,4,1,36,209,5.8,209,3,1,1,25,1,0,0,0,1,5,5,100,0,16,1,3,134,44.7,0,0,3,43,14.3,0,11,1,2,54,27,0,30,0,3,43,14.3,0,15,0,1
19,BAL,1,22,31,71,264,8.5,264,1,3,2,Week 14,19,1,22,264,8.5,264,1,0,0,4,1,20,65,3.3,65,1,0,0,26,1,17,11,64.7,94,5.5,94,0,0,2,26,1,11,94,5.5,94,0,2,0,3,1,42,215,5.1,215,1,2,0,4,1,3,3,100,0,1,1,100,0,22,1,3,124,41.3,0,0,1,9,9,0,24,1,3,58,19.3,0,22,0,1,9,9,0,9,0,1
20,CIN,1,26,43,60.5,273,6.3,273,1,1,2,Week 14,20,1,26,273,6.3,273,1,0,0,7,1,25,71,2.8,71,0,0,0,12,1,33,18,54.5,227,6.9,227,2,1,2,12,1,18,227,6.9,227,2,0,0,7,1,26,136,5.2,136,1,0,0,20,1,1,1,100,0,3,2,66.7,0,23,1,5,205,41,0,0,3,14,4.7,0,1,1,0,0,0,1,0,0,3,14,4.7,0,7,0,1
21,HOU,1,24,39,61.5,277,7.1,277,1,2,1,Week 14,21,1,24,277,7.1,277,1,2,1,18,1,31,127,4.1,127,2,2,1,16,1,27,20,74.1,213,7.9,213,1,1,0,16,1,20,213,7.9,213,1,1,1,11,1,37,114,3.1,114,1,1,1,1,1,3,3,100,0,2,2,100,0,10,1,4,197,49.3,0,0,3,36,12,0,3,1,0,0,0,1,0,0,3,36,12,0,15,0,0
22,MIN,1,27,39,69.2,330,8.5,330,3,0,0,Week 14,22,1,27,330,8.5,330,3,0,0,19,1,30,134,4.5,134,1,0,0,1,1,41,31,75.6,394,9.6,394,2,0,4,1,1,31,394,9.6,394,2,2,2,26,1,17,22,1.3,22,1,2,2,17,1,1,1,100,0,2,2,100,0,4,1,3,159,53,0,0,1,9,9,0,4,1,0,0,0,1,0,0,1,9,9,0,9,0,0
23,DEN,1,28,42,66.7,342,8.1,342,3,3,2,Week 14,23,1,28,342,8.1,342,3,0,0,10,1,23,89,3.9,89,0,0,0,15,1,44,27,61.4,214,4.9,214,4,2,6,15,1,27,214,4.9,214,4,1,0,13,1,19,106,5.6,106,0,1,0,24,1,0,0,0,1,4,4,100,0,14,1,7,333,47.6,0,0,1,21,21,0,10,1,1,29,29,0,29,0,1,21,21,0,21,0,0
